"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","test_labels_consistency_across_pods[2]","tests.integration","Thu Oct 10 01:53:44 UTC 2024","passed","Thu Oct 10 01:53:44 UTC 2024","","test_charm","",""
"Test that the password can't be set to an empty string.","","test_empty_password","tests.integration","","unknown","","","test_password_rotation","",""
"Test that's possible to change PostgreSQL parameters.","76480","test_postgresql_parameters_change","tests.integration","Thu Oct 10 01:54:21 UTC 2024","passed","Thu Oct 10 01:55:37 UTC 2024","","test_charm","",""
"Test basic functionality of database relation interface.","4279","test_database_relation_with_charm_libraries","tests.integration.new_relations","Thu Oct 10 01:40:06 UTC 2024","broken","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"Tries deploying an arm64 charm on amd64 host.","0","test_arm_charm_on_amd_host","tests.integration","Thu Oct 10 01:39:55 UTC 2024","skipped","Thu Oct 10 01:39:55 UTC 2024","","test_wrong_arch","",""
"Build and deploy one unit of PostgreSQL and then test the available plugins.","989590","test_plugins","tests.integration","Thu Oct 10 01:40:44 UTC 2024","passed","Thu Oct 10 01:57:14 UTC 2024","","test_plugins","",""
"Build and deploy two units of PostgreSQL in AWS and then test PITR backup and restore actions.","1938510","test_pitr_backup_aws","tests.integration","Thu Oct 10 01:38:37 UTC 2024","broken","Thu Oct 10 02:10:55 UTC 2024","","test_backups_pitr","",""
"","28620","test_application_removal","tests.integration","Thu Oct 10 02:14:55 UTC 2024","passed","Thu Oct 10 02:15:24 UTC 2024","","test_charm","",""
"Tries to regain connectivity to model after microK8s restart.","3527","test_model_connectivity","tests.integration","Thu Oct 10 01:39:40 UTC 2024","passed","Thu Oct 10 01:39:43 UTC 2024","","test_trust","",""
"","65","test_application_created_required_resources","tests.integration","Thu Oct 10 01:53:44 UTC 2024","passed","Thu Oct 10 01:53:44 UTC 2024","","test_charm","",""
"Deploy both charms (application and database) to use in the tests.","30082","test_deploy_charms","tests.integration.relations","Thu Oct 10 01:42:33 UTC 2024","broken","Thu Oct 10 01:43:03 UTC 2024","","test_relations","",""
"","0","test_upgrade_from_edge","tests.integration.ha_tests","Thu Oct 10 01:42:32 UTC 2024","skipped","Thu Oct 10 01:42:32 UTC 2024","","test_upgrade","",""
"","0","test_interruption_db_process[SIGKILL-/usr/bin/patroni]","tests.integration.ha_tests","Thu Oct 10 01:59:57 UTC 2024","skipped","Thu Oct 10 01:59:57 UTC 2024","","test_self_healing","",""
"Deploy Mattermost to test the 'db' relation.

    Mattermost needs TLS enabled on PostgreSQL to correctly connect to it.

    Args:
        ops_test: The ops test framework
    ","0","test_mattermost_db","tests.integration","Thu Oct 10 01:53:25 UTC 2024","skipped","Thu Oct 10 01:53:25 UTC 2024","","test_tls","",""
"Build and deploy the charm and saturate its pgdata volume.","670513","test_filling_and_emptying_pgdata_storage","tests.integration","Thu Oct 10 01:38:38 UTC 2024","passed","Thu Oct 10 01:49:49 UTC 2024","","test_storage","",""
"Test that an application can request additional databases using the same interface.","0","test_an_application_can_request_multiple_databases","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"","0","test_extensions_blocking","tests.integration","Thu Oct 10 01:41:46 UTC 2024","skipped","Thu Oct 10 01:41:46 UTC 2024","","test_db","",""
"Test that the charm can be deployed with a storage with more restrictive permissions.","199746","test_storage_with_more_restrictive_permissions","tests.integration","Thu Oct 10 02:27:39 UTC 2024","passed","Thu Oct 10 02:30:59 UTC 2024","","test_charm","",""
"","85963","test_interruption_db_process[SIGTERM-/usr/bin/patroni]","tests.integration.ha_tests","Thu Oct 10 01:58:30 UTC 2024","passed","Thu Oct 10 01:59:55 UTC 2024","","test_self_healing","",""
"Tests that the cluster maintains a primary after the primary is deleted.","349480","test_cluster_is_stable_after_leader_deletion","tests.integration","Thu Oct 10 01:55:37 UTC 2024","passed","Thu Oct 10 02:01:27 UTC 2024","","test_charm","",""
"","0","test_interruption_db_process[SIGKILL-postgres]","tests.integration.ha_tests","Thu Oct 10 01:59:57 UTC 2024","skipped","Thu Oct 10 01:59:57 UTC 2024","","test_self_healing","",""
"","3203","test_settings_are_correct[2]","tests.integration","Thu Oct 10 01:54:18 UTC 2024","passed","Thu Oct 10 01:54:21 UTC 2024","","test_charm","",""
"Test that async replication fails over correctly.","129253","test_async_replication_failover_in_main_cluster","tests.integration.ha_tests","Thu Oct 10 02:01:29 UTC 2024","passed","Thu Oct 10 02:03:38 UTC 2024","","test_async_replication","",""
"Test data is replicated to new units after a scale up.","369153","test_scale_down_and_up","tests.integration","Thu Oct 10 02:01:27 UTC 2024","passed","Thu Oct 10 02:07:36 UTC 2024","","test_charm","",""
"Build and deploy a PostgreSQL cluster and a test application.","52654","test_deploy","tests.integration.ha_tests","Thu Oct 10 01:40:15 UTC 2024","broken","Thu Oct 10 01:41:07 UTC 2024","","test_restart","",""
"Test that two different application connect to the database with different credentials.","0","test_two_applications_doesnt_share_the_same_relation_data","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","0","test_full_cluster_restart[SIGTERM-/usr/bin/patroni]","tests.integration.ha_tests","Thu Oct 10 02:06:32 UTC 2024","broken","Thu Oct 10 02:06:32 UTC 2024","","test_self_healing","",""
"","84","test_database_is_up[0]","tests.integration","Thu Oct 10 01:53:44 UTC 2024","passed","Thu Oct 10 01:53:45 UTC 2024","","test_charm","",""
"Trust existing blocked deployment.

    Assert on the application status recovering to active.
    ","1000745","test_trust_blocked_deployment","tests.integration","Thu Oct 10 01:41:37 UTC 2024","broken","Thu Oct 10 01:58:18 UTC 2024","","test_trust","",""
"Test that async replication works when scaling the clusters.","508918","test_scaling","tests.integration.ha_tests","Thu Oct 10 02:05:40 UTC 2024","passed","Thu Oct 10 02:14:09 UTC 2024","","test_async_replication","",""
"Test that there is no read-only endpoint in a standalone cluster.","0","test_no_read_only_endpoint_in_standalone_cluster","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"Test data persists through a graceful restart.","19672","test_persist_data_through_graceful_restart","tests.integration","Thu Oct 10 02:07:36 UTC 2024","passed","Thu Oct 10 02:07:56 UTC 2024","","test_charm","",""
"","0","test_roles_blocking","tests.integration","Thu Oct 10 01:41:46 UTC 2024","skipped","Thu Oct 10 01:41:46 UTC 2024","","test_db","",""
"Test that the pre-upgrade-check action runs successfully.","0","test_pre_upgrade_check","tests.integration.ha_tests","Thu Oct 10 01:42:32 UTC 2024","skipped","Thu Oct 10 01:42:32 UTC 2024","","test_upgrade","",""
"Test that a relation with no database name doesn't block the charm.","0","test_relation_with_no_database_name","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"","775110","test_tls","tests.integration","Thu Oct 10 01:40:30 UTC 2024","passed","Thu Oct 10 01:53:25 UTC 2024","","test_tls","",""
"Test that an application can connect to different clusters of the same database.","0","test_an_application_can_connect_to_multiple_database_clusters","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"","92231","test_freeze_db_process[/usr/bin/patroni]","tests.integration.ha_tests","Thu Oct 10 02:01:34 UTC 2024","passed","Thu Oct 10 02:03:06 UTC 2024","","test_self_healing","",""
"Kill primary unit, check reelection.","0","test_reelection","tests.integration.ha_tests","Thu Oct 10 01:56:29 UTC 2024","skipped","Thu Oct 10 01:56:29 UTC 2024","","test_replication","",""
"Test that the pre-upgrade-check action runs successfully.","0","test_pre_upgrade_check","tests.integration.ha_tests","Thu Oct 10 01:41:12 UTC 2024","skipped","Thu Oct 10 01:41:12 UTC 2024","","test_upgrade_from_stable","",""
"Test that the charm can handle invalid and valid backup configurations.","0","test_invalid_config_and_recovery_after_fixing_it","tests.integration","Thu Oct 10 02:03:30 UTC 2024","skipped","Thu Oct 10 02:03:30 UTC 2024","","test_backups","",""
"Build the charm-under-test and deploy it.

    Assert on the unit status before any relations/configurations take place.
    ","923399","test_build_and_deploy","tests.integration","Thu Oct 10 01:38:21 UTC 2024","passed","Thu Oct 10 01:53:44 UTC 2024","","test_charm","",""
"Enables RBAC from inside test runner's environment.

    Assert on permission enforcement being active.
    ","7837","test_enable_rbac","tests.integration","Thu Oct 10 01:39:32 UTC 2024","passed","Thu Oct 10 01:39:40 UTC 2024","","test_trust","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","Thu Oct 10 01:41:12 UTC 2024","skipped","Thu Oct 10 01:41:12 UTC 2024","","test_upgrade_from_stable","",""
"Test that the admin role gives access to all the databases.","0","test_admin_role","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"Tries deploying an amd64 charm on arm64 host.","3","test_amd_charm_on_arm_host","tests.integration","Thu Oct 10 01:39:55 UTC 2024","broken","Thu Oct 10 01:39:55 UTC 2024","","test_wrong_arch","",""
"Build and deploy the charm with trust set to false.

    Assert on the unit status being blocked due to lack of trust.
    ","114000","test_deploy_without_trust","tests.integration","Thu Oct 10 01:39:43 UTC 2024","passed","Thu Oct 10 01:41:37 UTC 2024","","test_trust","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","Thu Oct 10 01:40:00 UTC 2024","skipped","Thu Oct 10 01:40:00 UTC 2024","","test_upgrade_to_primary_label","",""
"Test that a previously broken relation would be functional if restored.","0","test_restablish_relation","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"Checking if password is same as returned by CLI.

    I.e. we're manipulating the secret we think we're manipulating.
    ","","test_password_from_secret_same_as_cli","tests.integration","","unknown","","","test_password_rotation","",""
"Build and deploy three unit of PostgreSQL.","1024832","test_build_and_deploy","tests.integration.ha_tests","Thu Oct 10 01:39:24 UTC 2024","broken","Thu Oct 10 01:56:29 UTC 2024","","test_replication","",""
"","38","test_labels_consistency_across_pods[1]","tests.integration","Thu Oct 10 01:53:44 UTC 2024","passed","Thu Oct 10 01:53:44 UTC 2024","","test_charm","",""
"","109581","test_interruption_db_process[SIGTERM-postgres]","tests.integration.ha_tests","Thu Oct 10 01:56:39 UTC 2024","passed","Thu Oct 10 01:58:28 UTC 2024","","test_self_healing","",""
"Test restart of all the units simultaneously.","0","test_restart","tests.integration.ha_tests","Thu Oct 10 01:41:07 UTC 2024","skipped","Thu Oct 10 01:41:07 UTC 2024","","test_restart","",""
"A forceful restart with deleted data and without transaction logs (forced clone).","61811","test_forceful_restart_without_data_and_transaction_logs","tests.integration.ha_tests","Thu Oct 10 02:22:58 UTC 2024","broken","Thu Oct 10 02:24:00 UTC 2024","","test_self_healing","",""
"","0","test_delete_pod","tests.integration","Thu Oct 10 02:03:30 UTC 2024","skipped","Thu Oct 10 02:03:30 UTC 2024","","test_backups","",""
"","96324","test_freeze_db_process[postgres]","tests.integration.ha_tests","Thu Oct 10 01:59:57 UTC 2024","passed","Thu Oct 10 02:01:33 UTC 2024","","test_self_healing","",""
"Test that check relation data.","385131","test_relations","tests.integration.new_relations","Thu Oct 10 01:41:07 UTC 2024","passed","Thu Oct 10 01:47:32 UTC 2024","","test_relations_coherence","",""
"Build and deploy two PostgreSQL cluster in two separate models to test async replication.","396255","test_deploy_async_replication_setup","tests.integration.ha_tests","Thu Oct 10 01:38:42 UTC 2024","passed","Thu Oct 10 01:45:19 UTC 2024","","test_async_replication","",""
"Test async replication between two PostgreSQL clusters.","266433","test_async_replication","tests.integration.ha_tests","Thu Oct 10 01:45:19 UTC 2024","passed","Thu Oct 10 01:49:45 UTC 2024","","test_async_replication","",""
"Test that in general, there is no change when password validation fails.","","test_no_password_change_on_invalid_password","tests.integration","","unknown","","","test_password_rotation","",""
"Completely cut and restore network.","0","test_network_cut","tests.integration.ha_tests","Thu Oct 10 02:24:08 UTC 2024","skipped","Thu Oct 10 02:24:08 UTC 2024","","test_self_healing","",""
"Test the audit plugin.","161830","test_audit_plugin","tests.integration","Thu Oct 10 01:40:15 UTC 2024","broken","Thu Oct 10 01:42:57 UTC 2024","","test_audit","",""
"","21432","test_settings_are_correct[1]","tests.integration","Thu Oct 10 01:53:56 UTC 2024","passed","Thu Oct 10 01:54:18 UTC 2024","","test_charm","",""
"","111","test_exporter_is_up[2]","tests.integration","Thu Oct 10 01:53:45 UTC 2024","passed","Thu Oct 10 01:53:45 UTC 2024","","test_charm","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","0","test_full_cluster_restart[SIGKILL-postgres]","tests.integration.ha_tests","Thu Oct 10 02:12:46 UTC 2024","broken","Thu Oct 10 02:12:46 UTC 2024","","test_self_healing","",""
"Redeploy the charm in the same model to test that it works after a forceful removal.","362239","test_redeploy_charm_same_model_after_forcing_removal","tests.integration","Thu Oct 10 02:21:37 UTC 2024","passed","Thu Oct 10 02:27:39 UTC 2024","","test_charm","",""
"Test that user can't connect with empty password.","","test_db_connection_with_empty_password","tests.integration","","unknown","","","test_password_rotation","",""
"Build and deploy two units of PostgreSQL in GCP and then test PITR backup and restore actions.","1276460","test_pitr_backup_gcp","tests.integration","Thu Oct 10 01:40:49 UTC 2024","broken","Thu Oct 10 02:02:05 UTC 2024","","test_backups_pitr","",""
"Test updating from stable channel.","0","test_upgrade_from_stable","tests.integration.ha_tests","Thu Oct 10 01:41:12 UTC 2024","skipped","Thu Oct 10 01:41:12 UTC 2024","","test_upgrade_from_stable","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","Thu Oct 10 01:39:31 UTC 2024","skipped","Thu Oct 10 01:39:31 UTC 2024","","test_rollback_to_master_label","",""
"","0","test_discourse","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"Test charm deploy in dirty environment with garbage storage.","0","test_app_garbage_ignorance","tests.integration.ha_tests","Thu Oct 10 01:41:28 UTC 2024","skipped","Thu Oct 10 01:41:28 UTC 2024","","test_smoke","",""
"Remove unit with force while storage is alive.","0","test_app_force_removal","tests.integration.ha_tests","Thu Oct 10 01:41:28 UTC 2024","skipped","Thu Oct 10 01:41:28 UTC 2024","","test_smoke","",""
"Build and deploy two units of PostgreSQL in GCP and then test the backup and restore actions.","1342228","test_backup_gcp","tests.integration","Thu Oct 10 01:41:08 UTC 2024","broken","Thu Oct 10 02:03:30 UTC 2024","","test_backups","",""
"Test that async replication fails back correctly.","119668","test_async_replication_failover_in_secondary_cluster","tests.integration.ha_tests","Thu Oct 10 02:03:39 UTC 2024","passed","Thu Oct 10 02:05:39 UTC 2024","","test_async_replication","",""
"Build the charm and deploy it.","","test_deploy_active","tests.integration","","unknown","","","test_password_rotation","",""
"Test that there is read-only endpoint in a scaled up cluster.","0","test_read_only_endpoint_in_scaled_up_cluster","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","97982","test_full_cluster_restart[SIGTERM-postgres]","tests.integration.ha_tests","Thu Oct 10 02:04:48 UTC 2024","failed","Thu Oct 10 02:06:26 UTC 2024","","test_self_healing","",""
"Deploy Finos Waltz to test the 'db' relation.

    Args:
        ops_test: The ops test framework
    ","0","test_finos_waltz_db","tests.integration","Thu Oct 10 01:41:46 UTC 2024","skipped","Thu Oct 10 01:41:46 UTC 2024","","test_db","",""
"Test password rotation action.","","test_password_rotation","tests.integration","","unknown","","","test_password_rotation","",""
"Build and deploy three units of PostgreSQL.","24709","test_build_and_deploy","tests.integration","Thu Oct 10 01:40:05 UTC 2024","passed","Thu Oct 10 01:40:30 UTC 2024","","test_tls","",""
"Scale the database to zero units and scale up again.","783947","test_scaling_to_zero","tests.integration.ha_tests","Thu Oct 10 01:40:02 UTC 2024","passed","Thu Oct 10 01:53:06 UTC 2024","","test_self_healing","",""
"Build and deploy one unit of PostgreSQL and then test config with wrong parameters.","239242","test_config_parameters","tests.integration","Thu Oct 10 01:39:40 UTC 2024","passed","Thu Oct 10 01:43:40 UTC 2024","","test_config","",""
"Test that the user is removed when the relation is broken.","0","test_relation_broken","tests.integration.new_relations","Thu Oct 10 01:40:10 UTC 2024","skipped","Thu Oct 10 01:40:10 UTC 2024","","test_new_relations","",""
"Build and deploy two units of PostgreSQL in AWS and then test the backup and restore actions.","1028932","test_backup_aws","tests.integration","Thu Oct 10 01:39:14 UTC 2024","broken","Thu Oct 10 01:56:23 UTC 2024","","test_backups","",""
"","75","test_database_is_up[1]","tests.integration","Thu Oct 10 01:53:45 UTC 2024","passed","Thu Oct 10 01:53:45 UTC 2024","","test_charm","",""
"Checks if charm gets blocked when trying to disable a plugin in use.","96405","test_plugin_objects","tests.integration","Thu Oct 10 01:57:14 UTC 2024","passed","Thu Oct 10 01:58:50 UTC 2024","","test_plugins","",""
"Test that passwords don't get exposed on postgresql logs.","","test_no_password_exposed_on_logs","tests.integration","","unknown","","","test_password_rotation","",""
